source_id	source_name	target_id	target_name	proximity	similarity
DOID:10652	Alzheimer's disease	DOID:5082	liver cirrhosis	0.000459	0.000000
DOID:10652	Alzheimer's disease	DOID:332	amyotrophic lateral sclerosis	0.000454	0.000000
DOID:13241	Behcet's disease	DOID:7147	ankylosing spondylitis	0.163293	0.249959
DOID:13241	Behcet's disease	DOID:8893	psoriasis	0.087396	0.206385
DOID:13241	Behcet's disease	DOID:8778	Crohn's disease	0.044627	0.073871
DOID:13241	Behcet's disease	DOID:10608	celiac disease	0.039532	0.052542
DOID:13241	Behcet's disease	DOID:8577	ulcerative colitis	0.040227	0.079025
DOID:13241	Behcet's disease	DOID:9744	type 1 diabetes mellitus	0.029209	0.052797
DOID:13241	Behcet's disease	DOID:2377	multiple sclerosis	0.025548	0.000000
DOID:13241	Behcet's disease	DOID:2841	asthma	0.018346	0.000000
DOID:13241	Behcet's disease	DOID:7148	rheumatoid arthritis	0.015464	0.000000
DOID:13241	Behcet's disease	DOID:12306	vitiligo	0.015541	0.000000
DOID:13241	Behcet's disease	DOID:4481	allergic rhinitis	0.014106	0.000000
DOID:13241	Behcet's disease	DOID:986	alopecia areata	0.015654	0.000000
DOID:13241	Behcet's disease	DOID:9008	psoriatic arthritis	0.023640	0.000000
DOID:13241	Behcet's disease	DOID:8567	Hodgkin's lymphoma	0.019863	0.000000
DOID:13241	Behcet's disease	DOID:9074	systemic lupus erythematosus	0.012451	0.000000
DOID:13241	Behcet's disease	DOID:12236	primary biliary cirrhosis	0.012296	0.000000
DOID:13241	Behcet's disease	DOID:3310	atopic dermatitis	0.013053	0.000000
DOID:13241	Behcet's disease	DOID:418	systemic scleroderma	0.011206	0.000000
DOID:13241	Behcet's disease	DOID:11612	polycystic ovary syndrome	0.012137	0.000000
DOID:13241	Behcet's disease	DOID:3905	lung carcinoma	0.007417	0.000000
DOID:13241	Behcet's disease	DOID:2986	IgA glomerulonephritis	0.008345	0.000000
DOID:13241	Behcet's disease	DOID:1040	chronic lymphocytic leukemia	0.007496	0.000000
DOID:13241	Behcet's disease	DOID:1459	hypothyroidism	0.006957	0.000000
DOID:13241	Behcet's disease	DOID:12361	Graves' disease	0.006563	0.000000
DOID:13241	Behcet's disease	DOID:1749	squamous cell carcinoma	0.005401	0.000000
DOID:13241	Behcet's disease	DOID:6713	cerebrovascular disease	0.004481	0.000000
DOID:13241	Behcet's disease	DOID:9352	type 2 diabetes mellitus	0.005868	0.000000
DOID:13241	Behcet's disease	DOID:784	chronic kidney failure	0.005528	0.000000
DOID:13241	Behcet's disease	DOID:3393	coronary artery disease	0.004112	0.000000
DOID:13241	Behcet's disease	DOID:1107	esophageal carcinoma	0.005093	0.000000
DOID:13241	Behcet's disease	DOID:14268	sclerosing cholangitis	0.008706	0.000000
DOID:13241	Behcet's disease	DOID:1024	leprosy	0.011829	0.000000
DOID:13241	Behcet's disease	DOID:5419	schizophrenia	0.004054	0.000000
DOID:13241	Behcet's disease	DOID:11829	degenerative myopia	0.009350	0.000000
DOID:13241	Behcet's disease	DOID:3620	central nervous system cancer	0.003211	0.000000
DOID:13241	Behcet's disease	DOID:13378	Kawasaki disease	0.005217	0.000000
DOID:13241	Behcet's disease	DOID:10286	prostate carcinoma	0.003967	0.000000
DOID:13241	Behcet's disease	DOID:9296	cleft lip	0.005468	0.000000
DOID:13241	Behcet's disease	DOID:5844	myocardial infarction	0.002751	0.000000
DOID:13241	Behcet's disease	DOID:3910	lung adenocarcinoma	0.002791	0.000000
DOID:13241	Behcet's disease	DOID:8986	narcolepsy	0.006553	0.000000
DOID:13241	Behcet's disease	DOID:3459	breast carcinoma	0.003014	0.000000
DOID:13241	Behcet's disease	DOID:10941	intracranial aneurysm	0.002364	0.000000
DOID:13241	Behcet's disease	DOID:2513	basal cell carcinoma	0.002398	0.000000
DOID:13241	Behcet's disease	DOID:13922	eosinophilic esophagitis	0.004508	0.000000
DOID:13241	Behcet's disease	DOID:5517	stomach carcinoma	0.003020	0.000000
DOID:13241	Behcet's disease	DOID:1909	melanoma	0.002663	0.000000
DOID:13241	Behcet's disease	DOID:4007	bladder carcinoma	0.002332	0.000000
DOID:13241	Behcet's disease	DOID:7693	abdominal aortic aneurysm	0.001778	0.000000
DOID:13241	Behcet's disease	DOID:1686	glaucoma	0.001770	0.000000
DOID:13241	Behcet's disease	DOID:12365	malaria	0.002151	0.000000
DOID:13241	Behcet's disease	DOID:14221	metabolic syndrome X	0.002397	0.000000
DOID:13241	Behcet's disease	DOID:3083	chronic obstructive pulmonary disease	0.002095	0.000000
DOID:13241	Behcet's disease	DOID:1067	open-angle glaucoma	0.001645	0.000000
DOID:13241	Behcet's disease	DOID:4905	pancreatic carcinoma	0.002021	0.000000
DOID:13241	Behcet's disease	DOID:10871	age related macular degeneration	0.002689	0.000000
DOID:13241	Behcet's disease	DOID:3312	bipolar disorder	0.001639	0.000000
DOID:13241	Behcet's disease	DOID:0050156	idiopathic pulmonary fibrosis	0.001841	0.000000
DOID:13241	Behcet's disease	DOID:3963	thyroid carcinoma	0.003031	0.000000
DOID:13241	Behcet's disease	DOID:1595	endogenous depression	0.001506	0.000000
DOID:13241	Behcet's disease	DOID:1094	attention deficit hyperactivity disorder	0.001501	0.000000
DOID:13241	Behcet's disease	DOID:4001	ovarian carcinoma	0.002073	0.000000
DOID:13241	Behcet's disease	DOID:14330	Parkinson's disease	0.002524	0.000000
DOID:13241	Behcet's disease	DOID:9538	multiple myeloma	0.001682	0.000000
DOID:13241	Behcet's disease	DOID:5082	liver cirrhosis	0.005369	0.000000
DOID:13241	Behcet's disease	DOID:332	amyotrophic lateral sclerosis	0.005340	0.000000
DOID:13241	Behcet's disease	DOID:9970	obesity	0.001641	0.000000
DOID:13241	Behcet's disease	DOID:6364	migraine	0.000986	0.000000
DOID:13241	Behcet's disease	DOID:1936	atherosclerosis	0.000988	0.000000
DOID:13241	Behcet's disease	DOID:585	nephrolithiasis	0.001572	0.000000
DOID:13241	Behcet's disease	DOID:10763	hypertension	0.001707	0.000000
DOID:13241	Behcet's disease	DOID:8398	osteoarthritis	0.000748	0.000000
DOID:13241	Behcet's disease	DOID:1826	epilepsy syndrome	0.001018	0.000000
DOID:13241	Behcet's disease	DOID:5408	Paget's disease of bone	0.000861	0.000000
DOID:13241	Behcet's disease	DOID:4450	renal cell carcinoma	0.001046	0.000000
DOID:13241	Behcet's disease	DOID:2468	psychotic disorder	0.000477	0.000000
DOID:13241	Behcet's disease	DOID:9835	refractive error	0.000451	0.000000
DOID:13241	Behcet's disease	DOID:0050425	restless legs syndrome	0.000958	0.000000
DOID:13241	Behcet's disease	DOID:14227	azoospermia	0.001034	0.000000
DOID:13241	Behcet's disease	DOID:11476	osteoporosis	0.001034	0.000000
DOID:8778	Crohn's disease	DOID:8577	ulcerative colitis	0.056550	0.280544
DOID:8778	Crohn's disease	DOID:9744	type 1 diabetes mellitus	0.043145	0.183529
DOID:8778	Crohn's disease	DOID:10608	celiac disease	0.048467	0.200686
DOID:8778	Crohn's disease	DOID:2841	asthma	0.042037	0.107739
DOID:8778	Crohn's disease	DOID:2377	multiple sclerosis	0.048173	0.198232
DOID:8778	Crohn's disease	DOID:7148	rheumatoid arthritis	0.040563	0.175758
DOID:8778	Crohn's disease	DOID:7147	ankylosing spondylitis	0.057083	0.116902
DOID:8778	Crohn's disease	DOID:4481	allergic rhinitis	0.037459	0.096833
DOID:8778	Crohn's disease	DOID:8893	psoriasis	0.038473	0.102898
DOID:8778	Crohn's disease	DOID:12236	primary biliary cirrhosis	0.035105	0.078045
DOID:8778	Crohn's disease	DOID:12306	vitiligo	0.030988	0.087827
DOID:8778	Crohn's disease	DOID:1024	leprosy	0.116663	0.072436
DOID:8778	Crohn's disease	DOID:9074	systemic lupus erythematosus	0.029443	0.052711
DOID:8778	Crohn's disease	DOID:3310	atopic dermatitis	0.038254	0.084053
DOID:8778	Crohn's disease	DOID:9352	type 2 diabetes mellitus	0.031961	0.097071
DOID:8778	Crohn's disease	DOID:986	alopecia areata	0.026760	0.029537
DOID:8778	Crohn's disease	DOID:418	systemic scleroderma	0.025543	0.025002
DOID:8778	Crohn's disease	DOID:3905	lung carcinoma	0.017674	0.022573
DOID:8778	Crohn's disease	DOID:2986	IgA glomerulonephritis	0.022734	0.024201
DOID:8778	Crohn's disease	DOID:1040	chronic lymphocytic leukemia	0.020347	0.018233
DOID:8778	Crohn's disease	DOID:11612	polycystic ovary syndrome	0.024451	0.026293
DOID:8778	Crohn's disease	DOID:1749	squamous cell carcinoma	0.016456	0.028275
DOID:8778	Crohn's disease	DOID:1459	hypothyroidism	0.018558	0.027358
DOID:8778	Crohn's disease	DOID:12361	Graves' disease	0.015659	0.023145
DOID:8778	Crohn's disease	DOID:1107	esophageal carcinoma	0.016654	0.027694
DOID:8778	Crohn's disease	DOID:10286	prostate carcinoma	0.017756	0.037274
DOID:8778	Crohn's disease	DOID:9296	cleft lip	0.027501	0.026519
DOID:8778	Crohn's disease	DOID:5419	schizophrenia	0.011898	0.021444
DOID:8778	Crohn's disease	DOID:14268	sclerosing cholangitis	0.033064	0.021346
DOID:8778	Crohn's disease	DOID:784	chronic kidney failure	0.018675	0.031963
DOID:8778	Crohn's disease	DOID:8567	Hodgkin's lymphoma	0.018898	0.000000
DOID:8778	Crohn's disease	DOID:8986	narcolepsy	0.039635	0.023077
DOID:8778	Crohn's disease	DOID:6713	cerebrovascular disease	0.009357	0.000000
DOID:8778	Crohn's disease	DOID:3620	central nervous system cancer	0.009292	0.023527
DOID:8778	Crohn's disease	DOID:3393	coronary artery disease	0.009484	0.000000
DOID:8778	Crohn's disease	DOID:3459	breast carcinoma	0.011369	0.017994
DOID:8778	Crohn's disease	DOID:9008	psoriatic arthritis	0.017438	0.000000
DOID:8778	Crohn's disease	DOID:4001	ovarian carcinoma	0.015155	0.020326
DOID:8778	Crohn's disease	DOID:14221	metabolic syndrome X	0.015926	0.032408
DOID:8778	Crohn's disease	DOID:10941	intracranial aneurysm	0.007399	0.020485
DOID:8778	Crohn's disease	DOID:5844	myocardial infarction	0.006740	0.000000
DOID:8778	Crohn's disease	DOID:3910	lung adenocarcinoma	0.007523	0.000000
DOID:8778	Crohn's disease	DOID:13378	Kawasaki disease	0.014258	0.000000
DOID:8778	Crohn's disease	DOID:14330	Parkinson's disease	0.021672	0.016575
DOID:8778	Crohn's disease	DOID:5517	stomach carcinoma	0.010416	0.000000
DOID:8778	Crohn's disease	DOID:2513	basal cell carcinoma	0.006137	0.000000
DOID:8778	Crohn's disease	DOID:13922	eosinophilic esophagitis	0.016735	0.000000
DOID:8778	Crohn's disease	DOID:10871	age related macular degeneration	0.013778	0.000000
DOID:8778	Crohn's disease	DOID:1909	melanoma	0.007429	0.000000
DOID:8778	Crohn's disease	DOID:7693	abdominal aortic aneurysm	0.004940	0.000000
DOID:8778	Crohn's disease	DOID:1686	glaucoma	0.004958	0.000000
DOID:8778	Crohn's disease	DOID:3312	bipolar disorder	0.005125	0.000000
DOID:8778	Crohn's disease	DOID:1067	open-angle glaucoma	0.004654	0.000000
DOID:8778	Crohn's disease	DOID:4007	bladder carcinoma	0.006311	0.000000
DOID:8778	Crohn's disease	DOID:9970	obesity	0.011565	0.000000
DOID:8778	Crohn's disease	DOID:1595	endogenous depression	0.004644	0.000000
DOID:8778	Crohn's disease	DOID:1094	attention deficit hyperactivity disorder	0.004655	0.000000
DOID:8778	Crohn's disease	DOID:0050156	idiopathic pulmonary fibrosis	0.006221	0.000000
DOID:8778	Crohn's disease	DOID:3083	chronic obstructive pulmonary disease	0.006042	0.000000
DOID:8778	Crohn's disease	DOID:12365	malaria	0.005758	0.000000
DOID:8778	Crohn's disease	DOID:4905	pancreatic carcinoma	0.005489	0.000000
DOID:8778	Crohn's disease	DOID:3963	thyroid carcinoma	0.010562	0.000000
DOID:8778	Crohn's disease	DOID:11829	degenerative myopia	0.011532	0.000000
DOID:8778	Crohn's disease	DOID:9538	multiple myeloma	0.005680	0.000000
DOID:8778	Crohn's disease	DOID:1936	atherosclerosis	0.005370	0.000000
DOID:8778	Crohn's disease	DOID:1826	epilepsy syndrome	0.008405	0.000000
DOID:8778	Crohn's disease	DOID:5082	liver cirrhosis	0.019738	0.000000
DOID:8778	Crohn's disease	DOID:332	amyotrophic lateral sclerosis	0.019693	0.000000
DOID:8778	Crohn's disease	DOID:6364	migraine	0.003194	0.000000
DOID:8778	Crohn's disease	DOID:585	nephrolithiasis	0.007268	0.000000
DOID:8778	Crohn's disease	DOID:8398	osteoarthritis	0.002737	0.000000
DOID:8778	Crohn's disease	DOID:10763	hypertension	0.007783	0.000000
DOID:8778	Crohn's disease	DOID:5408	Paget's disease of bone	0.003170	0.000000
DOID:8778	Crohn's disease	DOID:4450	renal cell carcinoma	0.005374	0.000000
DOID:8778	Crohn's disease	DOID:2468	psychotic disorder	0.002049	0.000000
DOID:8778	Crohn's disease	DOID:0050425	restless legs syndrome	0.005365	0.000000
DOID:8778	Crohn's disease	DOID:9835	refractive error	0.001949	0.000000
DOID:8778	Crohn's disease	DOID:14227	azoospermia	0.005108	0.000000
DOID:8778	Crohn's disease	DOID:11476	osteoporosis	0.005108	0.000000
DOID:12361	Graves' disease	DOID:12365	malaria	0.113015	0.230201
DOID:12361	Graves' disease	DOID:4905	pancreatic carcinoma	0.106598	0.186405
DOID:12361	Graves' disease	DOID:5844	myocardial infarction	0.049370	0.125523
DOID:12361	Graves' disease	DOID:6713	cerebrovascular disease	0.043458	0.098762
DOID:12361	Graves' disease	DOID:986	alopecia areata	0.056161	0.167503
DOID:12361	Graves' disease	DOID:12306	vitiligo	0.043869	0.142101
DOID:12361	Graves' disease	DOID:9744	type 1 diabetes mellitus	0.036620	0.126937
DOID:12361	Graves' disease	DOID:3393	coronary artery disease	0.032939	0.060050
DOID:12361	Graves' disease	DOID:10608	celiac disease	0.026023	0.065037
DOID:12361	Graves' disease	DOID:7148	rheumatoid arthritis	0.021889	0.058782
DOID:12361	Graves' disease	DOID:2841	asthma	0.013813	0.000000
DOID:12361	Graves' disease	DOID:7693	abdominal aortic aneurysm	0.013414	0.000000
DOID:12361	Graves' disease	DOID:1686	glaucoma	0.012866	0.000000
DOID:12361	Graves' disease	DOID:2513	basal cell carcinoma	0.012272	0.000000
DOID:12361	Graves' disease	DOID:3620	central nervous system cancer	0.011553	0.000000
DOID:12361	Graves' disease	DOID:2377	multiple sclerosis	0.012594	0.000000
DOID:12361	Graves' disease	DOID:1067	open-angle glaucoma	0.012337	0.000000
DOID:12361	Graves' disease	DOID:10941	intracranial aneurysm	0.011788	0.000000
DOID:12361	Graves' disease	DOID:8893	psoriasis	0.012374	0.000000
DOID:12361	Graves' disease	DOID:11612	polycystic ovary syndrome	0.015361	0.000000
DOID:12361	Graves' disease	DOID:1459	hypothyroidism	0.013188	0.000000
DOID:12361	Graves' disease	DOID:3905	lung carcinoma	0.009109	0.000000
DOID:12361	Graves' disease	DOID:4481	allergic rhinitis	0.009602	0.000000
DOID:12361	Graves' disease	DOID:8577	ulcerative colitis	0.009069	0.000000
DOID:12361	Graves' disease	DOID:12236	primary biliary cirrhosis	0.009711	0.000000
DOID:12361	Graves' disease	DOID:9074	systemic lupus erythematosus	0.008690	0.000000
DOID:12361	Graves' disease	DOID:784	chronic kidney failure	0.010142	0.000000
DOID:12361	Graves' disease	DOID:3910	lung adenocarcinoma	0.007098	0.000000
DOID:12361	Graves' disease	DOID:6364	migraine	0.012605	0.000000
DOID:12361	Graves' disease	DOID:2986	IgA glomerulonephritis	0.007036	0.000000
DOID:12361	Graves' disease	DOID:7147	ankylosing spondylitis	0.007857	0.000000
DOID:12361	Graves' disease	DOID:3459	breast carcinoma	0.007132	0.000000
DOID:12361	Graves' disease	DOID:1749	squamous cell carcinoma	0.006201	0.000000
DOID:12361	Graves' disease	DOID:1909	melanoma	0.007472	0.000000
DOID:12361	Graves' disease	DOID:418	systemic scleroderma	0.006791	0.000000
DOID:12361	Graves' disease	DOID:1040	chronic lymphocytic leukemia	0.006382	0.000000
DOID:12361	Graves' disease	DOID:5419	schizophrenia	0.005109	0.000000
DOID:12361	Graves' disease	DOID:1107	esophageal carcinoma	0.005822	0.000000
DOID:12361	Graves' disease	DOID:3083	chronic obstructive pulmonary disease	0.006039	0.000000
DOID:12361	Graves' disease	DOID:3310	atopic dermatitis	0.005554	0.000000
DOID:12361	Graves' disease	DOID:9352	type 2 diabetes mellitus	0.005299	0.000000
DOID:12361	Graves' disease	DOID:10286	prostate carcinoma	0.005616	0.000000
DOID:12361	Graves' disease	DOID:1595	endogenous depression	0.004072	0.000000
DOID:12361	Graves' disease	DOID:1094	attention deficit hyperactivity disorder	0.004087	0.000000
DOID:12361	Graves' disease	DOID:3312	bipolar disorder	0.003980	0.000000
DOID:12361	Graves' disease	DOID:4007	bladder carcinoma	0.004422	0.000000
DOID:12361	Graves' disease	DOID:8398	osteoarthritis	0.005444	0.000000
DOID:12361	Graves' disease	DOID:8567	Hodgkin's lymphoma	0.005152	0.000000
DOID:12361	Graves' disease	DOID:0050156	idiopathic pulmonary fibrosis	0.004376	0.000000
DOID:12361	Graves' disease	DOID:14221	metabolic syndrome X	0.004058	0.000000
DOID:12361	Graves' disease	DOID:9296	cleft lip	0.006025	0.000000
DOID:12361	Graves' disease	DOID:3963	thyroid carcinoma	0.006556	0.000000
DOID:12361	Graves' disease	DOID:5517	stomach carcinoma	0.003798	0.000000
DOID:12361	Graves' disease	DOID:9008	psoriatic arthritis	0.004782	0.000000
DOID:12361	Graves' disease	DOID:13378	Kawasaki disease	0.004514	0.000000
DOID:12361	Graves' disease	DOID:1936	atherosclerosis	0.004338	0.000000
DOID:12361	Graves' disease	DOID:11829	degenerative myopia	0.006443	0.000000
DOID:12361	Graves' disease	DOID:9538	multiple myeloma	0.003511	0.000000
DOID:12361	Graves' disease	DOID:10871	age related macular degeneration	0.003777	0.000000
DOID:12361	Graves' disease	DOID:10763	hypertension	0.006398	0.000000
DOID:12361	Graves' disease	DOID:13922	eosinophilic esophagitis	0.003912	0.000000
DOID:12361	Graves' disease	DOID:4001	ovarian carcinoma	0.002259	0.000000
DOID:12361	Graves' disease	DOID:14268	sclerosing cholangitis	0.003402	0.000000
DOID:12361	Graves' disease	DOID:1024	leprosy	0.004659	0.000000
DOID:12361	Graves' disease	DOID:14330	Parkinson's disease	0.002876	0.000000
DOID:12361	Graves' disease	DOID:9970	obesity	0.002167	0.000000
DOID:12361	Graves' disease	DOID:585	nephrolithiasis	0.003406	0.000000
DOID:12361	Graves' disease	DOID:9835	refractive error	0.004096	0.000000
DOID:12361	Graves' disease	DOID:8986	narcolepsy	0.003102	0.000000
DOID:12361	Graves' disease	DOID:5408	Paget's disease of bone	0.002851	0.000000
DOID:12361	Graves' disease	DOID:2468	psychotic disorder	0.001466	0.000000
DOID:12361	Graves' disease	DOID:5082	liver cirrhosis	0.003922	0.000000
DOID:12361	Graves' disease	DOID:332	amyotrophic lateral sclerosis	0.003909	0.000000
DOID:12361	Graves' disease	DOID:4450	renal cell carcinoma	0.002383	0.000000
DOID:12361	Graves' disease	DOID:1826	epilepsy syndrome	0.001263	0.000000
DOID:12361	Graves' disease	DOID:0050425	restless legs syndrome	0.002747	0.000000
DOID:12361	Graves' disease	DOID:14227	azoospermia	0.001659	0.000000
DOID:12361	Graves' disease	DOID:11476	osteoporosis	0.001659	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:9008	psoriatic arthritis	0.194167	0.253861
DOID:8567	Hodgkin's lymphoma	DOID:8893	psoriasis	0.099534	0.182647
DOID:8567	Hodgkin's lymphoma	DOID:3310	atopic dermatitis	0.066126	0.118517
DOID:8567	Hodgkin's lymphoma	DOID:2377	multiple sclerosis	0.034419	0.075956
DOID:8567	Hodgkin's lymphoma	DOID:7148	rheumatoid arthritis	0.033629	0.076873
DOID:8567	Hodgkin's lymphoma	DOID:7147	ankylosing spondylitis	0.024857	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:2841	asthma	0.020359	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:10608	celiac disease	0.017899	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:9744	type 1 diabetes mellitus	0.016815	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:4481	allergic rhinitis	0.017271	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:8577	ulcerative colitis	0.016740	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:12306	vitiligo	0.013386	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:3459	breast carcinoma	0.015927	0.033582
DOID:8567	Hodgkin's lymphoma	DOID:986	alopecia areata	0.013743	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:9074	systemic lupus erythematosus	0.012799	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:418	systemic scleroderma	0.012221	0.000000
DOID:8567	Hodgkin's lymphoma	DOID:12236	primary biliary cirrhosis	0.011023	0.000000
