source_id	source_name	target_id	target_name	proximity
DOID:10652	Alzheimer's disease	DOID:5082	liver cirrhosis	0.000180
DOID:10652	Alzheimer's disease	DOID:332	amyotrophic lateral sclerosis	0.000166
DOID:13241	Behcet's disease	DOID:7147	ankylosing spondylitis	0.197678
DOID:13241	Behcet's disease	DOID:8893	psoriasis	0.134691
DOID:13241	Behcet's disease	DOID:10608	celiac disease	0.089645
DOID:13241	Behcet's disease	DOID:8778	Crohn's disease	0.063063
DOID:13241	Behcet's disease	DOID:8577	ulcerative colitis	0.054174
DOID:13241	Behcet's disease	DOID:9744	type 1 diabetes mellitus	0.045359
DOID:13241	Behcet's disease	DOID:2377	multiple sclerosis	0.033471
DOID:13241	Behcet's disease	DOID:9008	psoriatic arthritis	0.024674
DOID:13241	Behcet's disease	DOID:8567	Hodgkin's lymphoma	0.022997
DOID:13241	Behcet's disease	DOID:12306	vitiligo	0.022161
DOID:13241	Behcet's disease	DOID:986	alopecia areata	0.021016
DOID:13241	Behcet's disease	DOID:2841	asthma	0.020491
DOID:13241	Behcet's disease	DOID:7148	rheumatoid arthritis	0.019279
DOID:13241	Behcet's disease	DOID:4481	allergic rhinitis	0.016531
DOID:13241	Behcet's disease	DOID:12236	primary biliary cirrhosis	0.015778
DOID:13241	Behcet's disease	DOID:3310	atopic dermatitis	0.015425
DOID:13241	Behcet's disease	DOID:9074	systemic lupus erythematosus	0.015113
DOID:13241	Behcet's disease	DOID:418	systemic scleroderma	0.014286
DOID:13241	Behcet's disease	DOID:11612	polycystic ovary syndrome	0.010434
DOID:13241	Behcet's disease	DOID:12361	Graves' disease	0.009579
DOID:13241	Behcet's disease	DOID:1024	leprosy	0.007129
DOID:13241	Behcet's disease	DOID:1459	hypothyroidism	0.007087
DOID:13241	Behcet's disease	DOID:11829	degenerative myopia	0.006821
DOID:13241	Behcet's disease	DOID:14268	sclerosing cholangitis	0.006756
DOID:13241	Behcet's disease	DOID:3905	lung carcinoma	0.006311
DOID:13241	Behcet's disease	DOID:1040	chronic lymphocytic leukemia	0.006205
DOID:13241	Behcet's disease	DOID:9352	type 2 diabetes mellitus	0.006181
DOID:13241	Behcet's disease	DOID:1749	squamous cell carcinoma	0.006171
DOID:13241	Behcet's disease	DOID:2986	IgA glomerulonephritis	0.005824
DOID:13241	Behcet's disease	DOID:1107	esophageal carcinoma	0.005131
DOID:13241	Behcet's disease	DOID:13378	Kawasaki disease	0.005064
DOID:13241	Behcet's disease	DOID:784	chronic kidney failure	0.004770
DOID:13241	Behcet's disease	DOID:6713	cerebrovascular disease	0.004502
DOID:13241	Behcet's disease	DOID:3393	coronary artery disease	0.004039
DOID:13241	Behcet's disease	DOID:8986	narcolepsy	0.003548
DOID:13241	Behcet's disease	DOID:10286	prostate carcinoma	0.003438
DOID:13241	Behcet's disease	DOID:13922	eosinophilic esophagitis	0.003314
DOID:13241	Behcet's disease	DOID:1909	melanoma	0.003253
DOID:13241	Behcet's disease	DOID:3620	central nervous system cancer	0.003016
DOID:13241	Behcet's disease	DOID:5419	schizophrenia	0.002997
DOID:13241	Behcet's disease	DOID:5844	myocardial infarction	0.002917
DOID:13241	Behcet's disease	DOID:5517	stomach carcinoma	0.002730
DOID:13241	Behcet's disease	DOID:3910	lung adenocarcinoma	0.002635
DOID:13241	Behcet's disease	DOID:3459	breast carcinoma	0.002589
DOID:13241	Behcet's disease	DOID:9296	cleft lip	0.002389
DOID:13241	Behcet's disease	DOID:10941	intracranial aneurysm	0.002387
DOID:13241	Behcet's disease	DOID:3963	thyroid carcinoma	0.002366
DOID:13241	Behcet's disease	DOID:4007	bladder carcinoma	0.002355
DOID:13241	Behcet's disease	DOID:2513	basal cell carcinoma	0.002149
DOID:13241	Behcet's disease	DOID:10871	age related macular degeneration	0.001948
DOID:13241	Behcet's disease	DOID:14330	Parkinson's disease	0.001902
DOID:13241	Behcet's disease	DOID:3083	chronic obstructive pulmonary disease	0.001837
DOID:13241	Behcet's disease	DOID:5082	liver cirrhosis	0.001819
DOID:13241	Behcet's disease	DOID:14221	metabolic syndrome X	0.001787
DOID:13241	Behcet's disease	DOID:4001	ovarian carcinoma	0.001768
DOID:13241	Behcet's disease	DOID:332	amyotrophic lateral sclerosis	0.001683
DOID:13241	Behcet's disease	DOID:12365	malaria	0.001555
DOID:13241	Behcet's disease	DOID:4905	pancreatic carcinoma	0.001297
DOID:13241	Behcet's disease	DOID:3312	bipolar disorder	0.001155
DOID:13241	Behcet's disease	DOID:0050156	idiopathic pulmonary fibrosis	0.001135
DOID:13241	Behcet's disease	DOID:1595	endogenous depression	0.001114
DOID:13241	Behcet's disease	DOID:1094	attention deficit hyperactivity disorder	0.001093
DOID:13241	Behcet's disease	DOID:1686	glaucoma	0.001037
DOID:13241	Behcet's disease	DOID:7693	abdominal aortic aneurysm	0.001003
DOID:13241	Behcet's disease	DOID:9538	multiple myeloma	0.000998
DOID:13241	Behcet's disease	DOID:9970	obesity	0.000941
DOID:13241	Behcet's disease	DOID:1067	open-angle glaucoma	0.000875
DOID:13241	Behcet's disease	DOID:1936	atherosclerosis	0.000671
DOID:13241	Behcet's disease	DOID:585	nephrolithiasis	0.000619
DOID:13241	Behcet's disease	DOID:10652	Alzheimer's disease	0.000596
DOID:13241	Behcet's disease	DOID:6364	migraine	0.000587
DOID:13241	Behcet's disease	DOID:10763	hypertension	0.000586
DOID:13241	Behcet's disease	DOID:8398	osteoarthritis	0.000507
DOID:13241	Behcet's disease	DOID:1826	epilepsy syndrome	0.000447
DOID:13241	Behcet's disease	DOID:5408	Paget's disease of bone	0.000340
DOID:13241	Behcet's disease	DOID:4450	renal cell carcinoma	0.000212
DOID:13241	Behcet's disease	DOID:2468	psychotic disorder	0.000185
DOID:13241	Behcet's disease	DOID:0050425	restless legs syndrome	0.000101
DOID:13241	Behcet's disease	DOID:14227	azoospermia	0.000095
DOID:13241	Behcet's disease	DOID:11476	osteoporosis	0.000095
DOID:13241	Behcet's disease	DOID:9835	refractive error	0.000092
DOID:8778	Crohn's disease	DOID:8577	ulcerative colitis	0.062987
DOID:8778	Crohn's disease	DOID:10608	celiac disease	0.052542
DOID:8778	Crohn's disease	DOID:2377	multiple sclerosis	0.047785
DOID:8778	Crohn's disease	DOID:1024	leprosy	0.047273
DOID:8778	Crohn's disease	DOID:9744	type 1 diabetes mellitus	0.045050
DOID:8778	Crohn's disease	DOID:7148	rheumatoid arthritis	0.042309
DOID:8778	Crohn's disease	DOID:7147	ankylosing spondylitis	0.040549
DOID:8778	Crohn's disease	DOID:2841	asthma	0.039622
DOID:8778	Crohn's disease	DOID:8893	psoriasis	0.037150
DOID:8778	Crohn's disease	DOID:4481	allergic rhinitis	0.034795
DOID:8778	Crohn's disease	DOID:12236	primary biliary cirrhosis	0.033694
DOID:8778	Crohn's disease	DOID:12306	vitiligo	0.027567
DOID:8778	Crohn's disease	DOID:9074	systemic lupus erythematosus	0.027224
DOID:8778	Crohn's disease	DOID:13241	Behcet's disease	0.026642
DOID:8778	Crohn's disease	DOID:9352	type 2 diabetes mellitus	0.025972
DOID:8778	Crohn's disease	DOID:3310	atopic dermatitis	0.022891
DOID:8778	Crohn's disease	DOID:418	systemic scleroderma	0.021131
DOID:8778	Crohn's disease	DOID:986	alopecia areata	0.018967
DOID:8778	Crohn's disease	DOID:14268	sclerosing cholangitis	0.015289
DOID:8778	Crohn's disease	DOID:1040	chronic lymphocytic leukemia	0.013469
DOID:8778	Crohn's disease	DOID:12361	Graves' disease	0.012812
DOID:8778	Crohn's disease	DOID:2986	IgA glomerulonephritis	0.012622
DOID:8778	Crohn's disease	DOID:3905	lung carcinoma	0.012547
DOID:8778	Crohn's disease	DOID:11612	polycystic ovary syndrome	0.012545
DOID:8778	Crohn's disease	DOID:8986	narcolepsy	0.012190
DOID:8778	Crohn's disease	DOID:8567	Hodgkin's lymphoma	0.011729
DOID:8778	Crohn's disease	DOID:1459	hypothyroidism	0.010623
DOID:8778	Crohn's disease	DOID:14330	Parkinson's disease	0.010512
DOID:8778	Crohn's disease	DOID:1749	squamous cell carcinoma	0.010429
DOID:8778	Crohn's disease	DOID:10286	prostate carcinoma	0.010360
DOID:8778	Crohn's disease	DOID:9008	psoriatic arthritis	0.009410
DOID:8778	Crohn's disease	DOID:9296	cleft lip	0.009096
DOID:8778	Crohn's disease	DOID:784	chronic kidney failure	0.009062
DOID:8778	Crohn's disease	DOID:4001	ovarian carcinoma	0.009035
DOID:8778	Crohn's disease	DOID:5419	schizophrenia	0.009010
DOID:8778	Crohn's disease	DOID:1107	esophageal carcinoma	0.008705
DOID:8778	Crohn's disease	DOID:13378	Kawasaki disease	0.007941
DOID:8778	Crohn's disease	DOID:3620	central nervous system cancer	0.007842
DOID:8778	Crohn's disease	DOID:14221	metabolic syndrome X	0.007311
DOID:8778	Crohn's disease	DOID:10941	intracranial aneurysm	0.006999
DOID:8778	Crohn's disease	DOID:13922	eosinophilic esophagitis	0.006881
DOID:8778	Crohn's disease	DOID:3459	breast carcinoma	0.006708
DOID:8778	Crohn's disease	DOID:3393	coronary artery disease	0.006283
DOID:8778	Crohn's disease	DOID:6713	cerebrovascular disease	0.006002
DOID:8778	Crohn's disease	DOID:10871	age related macular degeneration	0.005473
DOID:8778	Crohn's disease	DOID:5844	myocardial infarction	0.005109
DOID:8778	Crohn's disease	DOID:3910	lung adenocarcinoma	0.005030
DOID:8778	Crohn's disease	DOID:1909	melanoma	0.005008
DOID:8778	Crohn's disease	DOID:5517	stomach carcinoma	0.004855
DOID:8778	Crohn's disease	DOID:9970	obesity	0.004142
DOID:8778	Crohn's disease	DOID:4007	bladder carcinoma	0.003842
DOID:8778	Crohn's disease	DOID:3963	thyroid carcinoma	0.003663
DOID:8778	Crohn's disease	DOID:2513	basal cell carcinoma	0.003590
DOID:8778	Crohn's disease	DOID:11829	degenerative myopia	0.003535
DOID:8778	Crohn's disease	DOID:3083	chronic obstructive pulmonary disease	0.003408
DOID:8778	Crohn's disease	DOID:3312	bipolar disorder	0.003277
DOID:8778	Crohn's disease	DOID:1595	endogenous depression	0.003127
DOID:8778	Crohn's disease	DOID:1094	attention deficit hyperactivity disorder	0.003065
DOID:8778	Crohn's disease	DOID:5082	liver cirrhosis	0.002749
DOID:8778	Crohn's disease	DOID:332	amyotrophic lateral sclerosis	0.002544
DOID:8778	Crohn's disease	DOID:0050156	idiopathic pulmonary fibrosis	0.002521
DOID:8778	Crohn's disease	DOID:1686	glaucoma	0.002264
DOID:8778	Crohn's disease	DOID:12365	malaria	0.002207
DOID:8778	Crohn's disease	DOID:9538	multiple myeloma	0.002201
DOID:8778	Crohn's disease	DOID:1826	epilepsy syndrome	0.002152
DOID:8778	Crohn's disease	DOID:7693	abdominal aortic aneurysm	0.002118
DOID:8778	Crohn's disease	DOID:1936	atherosclerosis	0.001986
DOID:8778	Crohn's disease	DOID:1067	open-angle glaucoma	0.001862
DOID:8778	Crohn's disease	DOID:4905	pancreatic carcinoma	0.001841
DOID:8778	Crohn's disease	DOID:10652	Alzheimer's disease	0.001661
DOID:8778	Crohn's disease	DOID:585	nephrolithiasis	0.001264
DOID:8778	Crohn's disease	DOID:8398	osteoarthritis	0.001115
DOID:8778	Crohn's disease	DOID:10763	hypertension	0.001067
DOID:8778	Crohn's disease	DOID:6364	migraine	0.000984
DOID:8778	Crohn's disease	DOID:5408	Paget's disease of bone	0.000630
DOID:8778	Crohn's disease	DOID:4450	renal cell carcinoma	0.000590
DOID:8778	Crohn's disease	DOID:2468	psychotic disorder	0.000522
DOID:8778	Crohn's disease	DOID:14227	azoospermia	0.000289
DOID:8778	Crohn's disease	DOID:11476	osteoporosis	0.000289
DOID:8778	Crohn's disease	DOID:0050425	restless legs syndrome	0.000263
DOID:8778	Crohn's disease	DOID:9835	refractive error	0.000195
DOID:12361	Graves' disease	DOID:12365	malaria	0.090222
DOID:12361	Graves' disease	DOID:9744	type 1 diabetes mellitus	0.077922
DOID:12361	Graves' disease	DOID:12306	vitiligo	0.074375
DOID:12361	Graves' disease	DOID:4905	pancreatic carcinoma	0.073970
DOID:12361	Graves' disease	DOID:986	alopecia areata	0.073819
DOID:12361	Graves' disease	DOID:5844	myocardial infarction	0.053267
DOID:12361	Graves' disease	DOID:10608	celiac disease	0.049430
DOID:12361	Graves' disease	DOID:6713	cerebrovascular disease	0.048343
DOID:12361	Graves' disease	DOID:3393	coronary artery disease	0.036386
DOID:12361	Graves' disease	DOID:7148	rheumatoid arthritis	0.031203
DOID:12361	Graves' disease	DOID:8778	Crohn's disease	0.024662
DOID:12361	Graves' disease	DOID:8893	psoriasis	0.018956
DOID:12361	Graves' disease	DOID:2377	multiple sclerosis	0.018015
DOID:12361	Graves' disease	DOID:2841	asthma	0.017820
DOID:12361	Graves' disease	DOID:12236	primary biliary cirrhosis	0.013796
DOID:12361	Graves' disease	DOID:4481	allergic rhinitis	0.012799
DOID:12361	Graves' disease	DOID:11612	polycystic ovary syndrome	0.012625
DOID:12361	Graves' disease	DOID:1459	hypothyroidism	0.011452
DOID:12361	Graves' disease	DOID:8577	ulcerative colitis	0.011183
DOID:12361	Graves' disease	DOID:9074	systemic lupus erythematosus	0.010844
DOID:12361	Graves' disease	DOID:7147	ankylosing spondylitis	0.009755
DOID:12361	Graves' disease	DOID:1909	melanoma	0.009556
DOID:12361	Graves' disease	DOID:3905	lung carcinoma	0.009239
DOID:12361	Graves' disease	DOID:2513	basal cell carcinoma	0.008729
DOID:12361	Graves' disease	DOID:13241	Behcet's disease	0.008319
DOID:12361	Graves' disease	DOID:418	systemic scleroderma	0.008076
DOID:12361	Graves' disease	DOID:784	chronic kidney failure	0.007702
DOID:12361	Graves' disease	DOID:7693	abdominal aortic aneurysm	0.007396
DOID:12361	Graves' disease	DOID:10941	intracranial aneurysm	0.007348
DOID:12361	Graves' disease	DOID:3620	central nervous system cancer	0.007160
DOID:12361	Graves' disease	DOID:1686	glaucoma	0.007017
DOID:12361	Graves' disease	DOID:6364	migraine	0.006928
DOID:12361	Graves' disease	DOID:1749	squamous cell carcinoma	0.006816
DOID:12361	Graves' disease	DOID:2986	IgA glomerulonephritis	0.006215
DOID:12361	Graves' disease	DOID:1067	open-angle glaucoma	0.006213
DOID:12361	Graves' disease	DOID:8398	osteoarthritis	0.006163
DOID:12361	Graves' disease	DOID:3910	lung adenocarcinoma	0.006098
DOID:12361	Graves' disease	DOID:1040	chronic lymphocytic leukemia	0.005957
DOID:12361	Graves' disease	DOID:3310	atopic dermatitis	0.005570
DOID:12361	Graves' disease	DOID:1107	esophageal carcinoma	0.005325
DOID:12361	Graves' disease	DOID:8567	Hodgkin's lymphoma	0.005298
DOID:12361	Graves' disease	DOID:9352	type 2 diabetes mellitus	0.005054
DOID:12361	Graves' disease	DOID:11829	degenerative myopia	0.004277
DOID:12361	Graves' disease	DOID:9008	psoriatic arthritis	0.004132
DOID:12361	Graves' disease	DOID:3083	chronic obstructive pulmonary disease	0.004066
DOID:12361	Graves' disease	DOID:10286	prostate carcinoma	0.004006
DOID:12361	Graves' disease	DOID:3963	thyroid carcinoma	0.003804
DOID:12361	Graves' disease	DOID:5419	schizophrenia	0.003762
DOID:12361	Graves' disease	DOID:14221	metabolic syndrome X	0.003708
DOID:12361	Graves' disease	DOID:3459	breast carcinoma	0.003569
DOID:12361	Graves' disease	DOID:1595	endogenous depression	0.003489
DOID:12361	Graves' disease	DOID:1094	attention deficit hyperactivity disorder	0.003447
DOID:12361	Graves' disease	DOID:13378	Kawasaki disease	0.003425
DOID:12361	Graves' disease	DOID:5517	stomach carcinoma	0.003229
DOID:12361	Graves' disease	DOID:3312	bipolar disorder	0.002917
DOID:12361	Graves' disease	DOID:13922	eosinophilic esophagitis	0.002702
DOID:12361	Graves' disease	DOID:10871	age related macular degeneration	0.002647
DOID:12361	Graves' disease	DOID:4007	bladder carcinoma	0.002637
DOID:12361	Graves' disease	DOID:1936	atherosclerosis	0.002608
DOID:12361	Graves' disease	DOID:1024	leprosy	0.002444
DOID:12361	Graves' disease	DOID:10763	hypertension	0.002224
DOID:12361	Graves' disease	DOID:0050156	idiopathic pulmonary fibrosis	0.002195
DOID:12361	Graves' disease	DOID:14268	sclerosing cholangitis	0.002079
DOID:12361	Graves' disease	DOID:9296	cleft lip	0.002056
DOID:12361	Graves' disease	DOID:9538	multiple myeloma	0.001529
DOID:12361	Graves' disease	DOID:4001	ovarian carcinoma	0.001457
DOID:12361	Graves' disease	DOID:14330	Parkinson's disease	0.001401
DOID:12361	Graves' disease	DOID:8986	narcolepsy	0.001313
DOID:12361	Graves' disease	DOID:585	nephrolithiasis	0.001071
DOID:12361	Graves' disease	DOID:5082	liver cirrhosis	0.000979
DOID:12361	Graves' disease	DOID:10652	Alzheimer's disease	0.000952
DOID:12361	Graves' disease	DOID:9970	obesity	0.000934
DOID:12361	Graves' disease	DOID:332	amyotrophic lateral sclerosis	0.000906
DOID:12361	Graves' disease	DOID:5408	Paget's disease of bone	0.000752
DOID:12361	Graves' disease	DOID:9835	refractive error	0.000650
DOID:12361	Graves' disease	DOID:2468	psychotic disorder	0.000546
DOID:12361	Graves' disease	DOID:1826	epilepsy syndrome	0.000400
DOID:12361	Graves' disease	DOID:4450	renal cell carcinoma	0.000282
DOID:12361	Graves' disease	DOID:0050425	restless legs syndrome	0.000139
DOID:12361	Graves' disease	DOID:14227	azoospermia	0.000120
DOID:12361	Graves' disease	DOID:11476	osteoporosis	0.000120
DOID:8567	Hodgkin's lymphoma	DOID:9008	psoriatic arthritis	0.198044
DOID:8567	Hodgkin's lymphoma	DOID:8893	psoriasis	0.160530
DOID:8567	Hodgkin's lymphoma	DOID:3310	atopic dermatitis	0.084703
DOID:8567	Hodgkin's lymphoma	DOID:2377	multiple sclerosis	0.054380
DOID:8567	Hodgkin's lymphoma	DOID:7148	rheumatoid arthritis	0.050614
DOID:8567	Hodgkin's lymphoma	DOID:7147	ankylosing spondylitis	0.030210
DOID:8567	Hodgkin's lymphoma	DOID:10608	celiac disease	0.028720
DOID:8567	Hodgkin's lymphoma	DOID:8778	Crohn's disease	0.026858
DOID:8567	Hodgkin's lymphoma	DOID:2841	asthma	0.023066
DOID:8567	Hodgkin's lymphoma	DOID:13241	Behcet's disease	0.023061
DOID:8567	Hodgkin's lymphoma	DOID:9744	type 1 diabetes mellitus	0.023035
DOID:8567	Hodgkin's lymphoma	DOID:8577	ulcerative colitis	0.021326
DOID:8567	Hodgkin's lymphoma	DOID:4481	allergic rhinitis	0.019944
DOID:8567	Hodgkin's lymphoma	DOID:3459	breast carcinoma	0.018516
DOID:8567	Hodgkin's lymphoma	DOID:12306	vitiligo	0.017763
DOID:8567	Hodgkin's lymphoma	DOID:418	systemic scleroderma	0.017157
DOID:8567	Hodgkin's lymphoma	DOID:9074	systemic lupus erythematosus	0.016269
DOID:8567	Hodgkin's lymphoma	DOID:986	alopecia areata	0.015904
DOID:8567	Hodgkin's lymphoma	DOID:12236	primary biliary cirrhosis	0.014192
DOID:8567	Hodgkin's lymphoma	DOID:8986	narcolepsy	0.013956
DOID:8567	Hodgkin's lymphoma	DOID:11612	polycystic ovary syndrome	0.010130
DOID:8567	Hodgkin's lymphoma	DOID:11829	degenerative myopia	0.007703
DOID:8567	Hodgkin's lymphoma	DOID:1040	chronic lymphocytic leukemia	0.006313
DOID:8567	Hodgkin's lymphoma	DOID:13378	Kawasaki disease	0.006099
DOID:8567	Hodgkin's lymphoma	DOID:12361	Graves' disease	0.006081
DOID:8567	Hodgkin's lymphoma	DOID:9352	type 2 diabetes mellitus	0.005586
DOID:8567	Hodgkin's lymphoma	DOID:3905	lung carcinoma	0.005202
DOID:8567	Hodgkin's lymphoma	DOID:2986	IgA glomerulonephritis	0.004882
DOID:8567	Hodgkin's lymphoma	DOID:1459	hypothyroidism	0.004592
DOID:8567	Hodgkin's lymphoma	DOID:13922	eosinophilic esophagitis	0.003883
DOID:8567	Hodgkin's lymphoma	DOID:1749	squamous cell carcinoma	0.003466
DOID:8567	Hodgkin's lymphoma	DOID:10286	prostate carcinoma	0.003355
DOID:8567	Hodgkin's lymphoma	DOID:6713	cerebrovascular disease	0.003152
DOID:8567	Hodgkin's lymphoma	DOID:1909	melanoma	0.003112
DOID:8567	Hodgkin's lymphoma	DOID:14268	sclerosing cholangitis	0.003056
DOID:8567	Hodgkin's lymphoma	DOID:5082	liver cirrhosis	0.003027
DOID:8567	Hodgkin's lymphoma	DOID:3393	coronary artery disease	0.003003
DOID:8567	Hodgkin's lymphoma	DOID:1024	leprosy	0.002934
DOID:8567	Hodgkin's lymphoma	DOID:332	amyotrophic lateral sclerosis	0.002801
DOID:8567	Hodgkin's lymphoma	DOID:784	chronic kidney failure	0.002784
DOID:8567	Hodgkin's lymphoma	DOID:3083	chronic obstructive pulmonary disease	0.002738
DOID:8567	Hodgkin's lymphoma	DOID:1107	esophageal carcinoma	0.002721
DOID:8567	Hodgkin's lymphoma	DOID:5844	myocardial infarction	0.002673
DOID:8567	Hodgkin's lymphoma	DOID:5419	schizophrenia	0.002640
DOID:8567	Hodgkin's lymphoma	DOID:4001	ovarian carcinoma	0.002598
DOID:8567	Hodgkin's lymphoma	DOID:3620	central nervous system cancer	0.002377
DOID:8567	Hodgkin's lymphoma	DOID:10871	age related macular degeneration	0.002162
DOID:8567	Hodgkin's lymphoma	DOID:3910	lung adenocarcinoma	0.002150
DOID:8567	Hodgkin's lymphoma	DOID:3963	thyroid carcinoma	0.002072
DOID:8567	Hodgkin's lymphoma	DOID:2513	basal cell carcinoma	0.001921
DOID:8567	Hodgkin's lymphoma	DOID:9296	cleft lip	0.001841
DOID:8567	Hodgkin's lymphoma	DOID:5517	stomach carcinoma	0.001701
DOID:8567	Hodgkin's lymphoma	DOID:14221	metabolic syndrome X	0.001597
